"","sample.size","estimate","estimator","subset","simulation","independence","nuisance"
"1021","1000",2.55014769866892,"ipw","minimal.set","linear.constant.cate",TRUE,"linear"
"1022","1000",3.42348353104672,"t-learner","minimal.set","linear.constant.cate",TRUE,"linear"
"1023","1000",4.04115771774111,"aipw","minimal.set","linear.constant.cate",TRUE,"linear"
"1024","1000",NA,"ipw","minimal.set","linear.constant.cate",TRUE,"forest"
"1025","1000",-0.343959969453707,"t-learner","minimal.set","linear.constant.cate",TRUE,"forest"
"1026","1000",NA,"aipw","minimal.set","linear.constant.cate",TRUE,"forest"
"1027","1000",99.8393054017903,"ipw","outcome","linear.constant.cate",TRUE,"linear"
"1028","1000",2.86171764948729,"t-learner","outcome","linear.constant.cate",TRUE,"linear"
"1029","1000",3.03886562172439,"aipw","outcome","linear.constant.cate",TRUE,"linear"
"1030","1000",-3.5114409243324,"ipw","outcome","linear.constant.cate",TRUE,"forest"
"1031","1000",-0.565613905032837,"t-learner","outcome","linear.constant.cate",TRUE,"forest"
"1032","1000",-0.237724590177625,"aipw","outcome","linear.constant.cate",TRUE,"forest"
"1033","1000",17.8554233498009,"ipw","smart","linear.constant.cate",TRUE,"linear"
"1034","1000",2.86171764948729,"t-learner","smart","linear.constant.cate",TRUE,"linear"
"1035","1000",2.94267283595104,"aipw","smart","linear.constant.cate",TRUE,"linear"
"1036","1000",-1.60031671180964,"ipw","smart","linear.constant.cate",TRUE,"forest"
"1037","1000",-0.539601073901171,"t-learner","smart","linear.constant.cate",TRUE,"forest"
"1038","1000",0.29141390773802,"aipw","smart","linear.constant.cate",TRUE,"forest"
"1039","1000",17.8554233498009,"ipw","minimal.set","linear.constant.cate",TRUE,"linear"
"1040","1000",3.44665808395378,"t-learner","minimal.set","linear.constant.cate",TRUE,"linear"
"1041","1000",5.86382822750197,"aipw","minimal.set","linear.constant.cate",TRUE,"linear"
"1042","1000",-2.50699075088249,"ipw","minimal.set","linear.constant.cate",TRUE,"forest"
"1043","1000",0.334456218837886,"t-learner","minimal.set","linear.constant.cate",TRUE,"forest"
"1044","1000",0.906486862893401,"aipw","minimal.set","linear.constant.cate",TRUE,"forest"
"1045","1000",53.4705561093286,"ipw","outcome","linear.constant.cate",TRUE,"linear"
"1046","1000",2.81151649388183,"t-learner","outcome","linear.constant.cate",TRUE,"linear"
"1047","1000",1.93214048052667,"aipw","outcome","linear.constant.cate",TRUE,"linear"
"1048","1000",-4.62949811829524,"ipw","outcome","linear.constant.cate",TRUE,"forest"
"1049","1000",-1.19250886357612,"t-learner","outcome","linear.constant.cate",TRUE,"forest"
"1050","1000",-0.560076730249004,"aipw","outcome","linear.constant.cate",TRUE,"forest"
"1051","1000",1.84021490227654,"ipw","smart","linear.constant.cate",TRUE,"linear"
"1052","1000",2.81151649388183,"t-learner","smart","linear.constant.cate",TRUE,"linear"
"1053","1000",2.38533362208397,"aipw","smart","linear.constant.cate",TRUE,"linear"
"1054","1000",-5.31046466103031,"ipw","smart","linear.constant.cate",TRUE,"forest"
"1055","1000",-1.15404701845414,"t-learner","smart","linear.constant.cate",TRUE,"forest"
"1056","1000",-0.285140464841195,"aipw","smart","linear.constant.cate",TRUE,"forest"
"1057","1000",1.84021490227654,"ipw","minimal.set","linear.constant.cate",TRUE,"linear"
"1058","1000",2.69127031876062,"t-learner","minimal.set","linear.constant.cate",TRUE,"linear"
"1059","1000",3.46590748126686,"aipw","minimal.set","linear.constant.cate",TRUE,"linear"
"1060","1000",-5.5370725288587,"ipw","minimal.set","linear.constant.cate",TRUE,"forest"
"1061","1000",-0.24058845600997,"t-learner","minimal.set","linear.constant.cate",TRUE,"forest"
"1062","1000",0.423954993091964,"aipw","minimal.set","linear.constant.cate",TRUE,"forest"
"1063","1000",318.865988972902,"ipw","outcome","linear.constant.cate",TRUE,"linear"
"1064","1000",3.22519385667417,"t-learner","outcome","linear.constant.cate",TRUE,"linear"
"1065","1000",8.92843474140596,"aipw","outcome","linear.constant.cate",TRUE,"linear"
"1066","1000",-0.472306758700311,"ipw","outcome","linear.constant.cate",TRUE,"forest"
"1067","1000",-0.444565673944624,"t-learner","outcome","linear.constant.cate",TRUE,"forest"
"1068","1000",0.787152459606263,"aipw","outcome","linear.constant.cate",TRUE,"forest"
"1069","1000",66.6269568742608,"ipw","smart","linear.constant.cate",TRUE,"linear"
"1070","1000",3.22519385667417,"t-learner","smart","linear.constant.cate",TRUE,"linear"
"1071","1000",4.37616335160421,"aipw","smart","linear.constant.cate",TRUE,"linear"
"1072","1000",10.4551949616604,"ipw","smart","linear.constant.cate",TRUE,"forest"
"1073","1000",-0.485817247826404,"t-learner","smart","linear.constant.cate",TRUE,"forest"
"1074","1000",3.27621552759506,"aipw","smart","linear.constant.cate",TRUE,"forest"
"1075","1000",66.6269568742608,"ipw","minimal.set","linear.constant.cate",TRUE,"linear"
"1076","1000",4.24825730651099,"t-learner","minimal.set","linear.constant.cate",TRUE,"linear"
"1077","1000",6.34435318500051,"aipw","minimal.set","linear.constant.cate",TRUE,"linear"
"1078","1000",10.1376791668926,"ipw","minimal.set","linear.constant.cate",TRUE,"forest"
"1079","1000",0.802888711931775,"t-learner","minimal.set","linear.constant.cate",TRUE,"forest"
"1080","1000",3.27647171966594,"aipw","minimal.set","linear.constant.cate",TRUE,"forest"
"1081","1000",37.6890083365559,"ipw","outcome","linear.constant.cate",TRUE,"linear"
"1082","1000",3.17241088186511,"t-learner","outcome","linear.constant.cate",TRUE,"linear"
"1083","1000",3.37901541122117,"aipw","outcome","linear.constant.cate",TRUE,"linear"
"1084","1000",-5.249483537822,"ipw","outcome","linear.constant.cate",TRUE,"forest"
"1085","1000",-0.972487161152937,"t-learner","outcome","linear.constant.cate",TRUE,"forest"
"1086","1000",-0.324771883901142,"aipw","outcome","linear.constant.cate",TRUE,"forest"
"1087","1000",7.68065812454615,"ipw","smart","linear.constant.cate",TRUE,"linear"
"1088","1000",3.17241088186511,"t-learner","smart","linear.constant.cate",TRUE,"linear"
"1089","1000",3.01553928126523,"aipw","smart","linear.constant.cate",TRUE,"linear"
"1090","1000",-2.46440357407649,"ipw","smart","linear.constant.cate",TRUE,"forest"
"1091","1000",-1.00623452528248,"t-learner","smart","linear.constant.cate",TRUE,"forest"
"1092","1000",0.461801088751352,"aipw","smart","linear.constant.cate",TRUE,"forest"
"1093","1000",7.68065812454615,"ipw","minimal.set","linear.constant.cate",TRUE,"linear"
"1094","1000",4.80876520685424,"t-learner","minimal.set","linear.constant.cate",TRUE,"linear"
"1095","1000",6.73517796012537,"aipw","minimal.set","linear.constant.cate",TRUE,"linear"
"1096","1000",-2.13869327881964,"ipw","minimal.set","linear.constant.cate",TRUE,"forest"
"1097","1000",0.268168578769881,"t-learner","minimal.set","linear.constant.cate",TRUE,"forest"
"1098","1000",1.53168090193568,"aipw","minimal.set","linear.constant.cate",TRUE,"forest"
"1099","1000",-0.899568583324274,"ipw","outcome","linear.constant.cate",TRUE,"linear"
"1100","1000",3.09459809241276,"t-learner","outcome","linear.constant.cate",TRUE,"linear"
"1101","1000",2.83205963500809,"aipw","outcome","linear.constant.cate",TRUE,"linear"
"1102","1000",-6.62659849140479,"ipw","outcome","linear.constant.cate",TRUE,"forest"
"1103","1000",-1.74834146996634,"t-learner","outcome","linear.constant.cate",TRUE,"forest"
"1104","1000",-1.30144390031963,"aipw","outcome","linear.constant.cate",TRUE,"forest"
"1105","1000",-8.0434266970552,"ipw","smart","linear.constant.cate",TRUE,"linear"
"1106","1000",3.09459809241276,"t-learner","smart","linear.constant.cate",TRUE,"linear"
"1107","1000",3.04231017004559,"aipw","smart","linear.constant.cate",TRUE,"linear"
"1108","1000",-7.50188306484119,"ipw","smart","linear.constant.cate",TRUE,"forest"
"1109","1000",-1.75587467259098,"t-learner","smart","linear.constant.cate",TRUE,"forest"
"1110","1000",-1.10467804192996,"aipw","smart","linear.constant.cate",TRUE,"forest"
"1111","1000",-8.0434266970552,"ipw","minimal.set","linear.constant.cate",TRUE,"linear"
"1112","1000",1.91563896413768,"t-learner","minimal.set","linear.constant.cate",TRUE,"linear"
"1113","1000",2.04927416291505,"aipw","minimal.set","linear.constant.cate",TRUE,"linear"
"1114","1000",-7.9532227225694,"ipw","minimal.set","linear.constant.cate",TRUE,"forest"
"1115","1000",-1.0780793167027,"t-learner","minimal.set","linear.constant.cate",TRUE,"forest"
"1116","1000",-0.598167220612132,"aipw","minimal.set","linear.constant.cate",TRUE,"forest"
"1117","1000",31.6872802144989,"ipw","outcome","linear.constant.cate",TRUE,"linear"
"1118","1000",2.7947676308623,"t-learner","outcome","linear.constant.cate",TRUE,"linear"
"1119","1000",2.46045086890675,"aipw","outcome","linear.constant.cate",TRUE,"linear"
"1120","1000",-4.95717697194562,"ipw","outcome","linear.constant.cate",TRUE,"forest"
"1121","1000",-1.32525340704966,"t-learner","outcome","linear.constant.cate",TRUE,"forest"
"1122","1000",-0.858852413872353,"aipw","outcome","linear.constant.cate",TRUE,"forest"
"1123","1000",3.65867995359886,"ipw","smart","linear.constant.cate",TRUE,"linear"
"1124","1000",2.7947676308623,"t-learner","smart","linear.constant.cate",TRUE,"linear"
"1125","1000",2.70670618195532,"aipw","smart","linear.constant.cate",TRUE,"linear"
"1126","1000",-4.43113995254755,"ipw","smart","linear.constant.cate",TRUE,"forest"
"1127","1000",-1.37916652438656,"t-learner","smart","linear.constant.cate",TRUE,"forest"
"1128","1000",-0.438556115113702,"aipw","smart","linear.constant.cate",TRUE,"forest"
"1129","1000",3.65867995359886,"ipw","minimal.set","linear.constant.cate",TRUE,"linear"
"1130","1000",2.50793999897693,"t-learner","minimal.set","linear.constant.cate",TRUE,"linear"
"1131","1000",1.82955988789656,"aipw","minimal.set","linear.constant.cate",TRUE,"linear"
"1132","1000",-4.49042831679913,"ipw","minimal.set","linear.constant.cate",TRUE,"forest"
"1133","1000",-0.482128157971324,"t-learner","minimal.set","linear.constant.cate",TRUE,"forest"
"1134","1000",0.200388029323982,"aipw","minimal.set","linear.constant.cate",TRUE,"forest"
"1135","1000",76.7215461988108,"ipw","outcome","linear.constant.cate",TRUE,"linear"
"1136","1000",2.71605364068693,"t-learner","outcome","linear.constant.cate",TRUE,"linear"
"1137","1000",-1.85150968762094,"aipw","outcome","linear.constant.cate",TRUE,"linear"
"1138","1000",-2.97178122502928,"ipw","outcome","linear.constant.cate",TRUE,"forest"
"1139","1000",-0.963077090851989,"t-learner","outcome","linear.constant.cate",TRUE,"forest"
"1140","1000",-0.483035359487852,"aipw","outcome","linear.constant.cate",TRUE,"forest"
"1141","1000",13.4630604328925,"ipw","smart","linear.constant.cate",TRUE,"linear"
"1142","1000",2.71605364068693,"t-learner","smart","linear.constant.cate",TRUE,"linear"
"1143","1000",1.59010246292973,"aipw","smart","linear.constant.cate",TRUE,"linear"
"1144","1000",-0.250742968227837,"ipw","smart","linear.constant.cate",TRUE,"forest"
"1145","1000",-0.897115451525853,"t-learner","smart","linear.constant.cate",TRUE,"forest"
"1146","1000",0.441559296452309,"aipw","smart","linear.constant.cate",TRUE,"forest"
"1147","1000",13.4630604328925,"ipw","minimal.set","linear.constant.cate",TRUE,"linear"
"1148","1000",2.55029769033137,"t-learner","minimal.set","linear.constant.cate",TRUE,"linear"
"1149","1000",2.92430547307551,"aipw","minimal.set","linear.constant.cate",TRUE,"linear"
"1150","1000",0.135811373551608,"ipw","minimal.set","linear.constant.cate",TRUE,"forest"
"1151","1000",-0.0995054888994424,"t-learner","minimal.set","linear.constant.cate",TRUE,"forest"
"1152","1000",1.02777848320867,"aipw","minimal.set","linear.constant.cate",TRUE,"forest"
"1153","1000",235.721067684127,"ipw","outcome","linear.constant.cate",TRUE,"linear"
"1154","1000",3.00440123013381,"t-learner","outcome","linear.constant.cate",TRUE,"linear"
"1155","1000",12.4906759575076,"aipw","outcome","linear.constant.cate",TRUE,"linear"
"1156","1000",-5.41266078859643,"ipw","outcome","linear.constant.cate",TRUE,"forest"
"1157","1000",-1.8383565142119,"t-learner","outcome","linear.constant.cate",TRUE,"forest"
"1158","1000",-1.33694060431866,"aipw","outcome","linear.constant.cate",TRUE,"forest"
"1159","1000",-2.72397012619399,"ipw","smart","linear.constant.cate",TRUE,"linear"
"1160","1000",3.00440123013381,"t-learner","smart","linear.constant.cate",TRUE,"linear"
"1161","1000",3.11250134795671,"aipw","smart","linear.constant.cate",TRUE,"linear"
"1162","1000",-6.88064985183246,"ipw","smart","linear.constant.cate",TRUE,"forest"
"1163","1000",-1.889757818188,"t-learner","smart","linear.constant.cate",TRUE,"forest"
"1164","1000",-1.06735550223563,"aipw","smart","linear.constant.cate",TRUE,"forest"
"1165","1000",-2.72397012619399,"ipw","minimal.set","linear.constant.cate",TRUE,"linear"
"1166","1000",2.1890202558876,"t-learner","minimal.set","linear.constant.cate",TRUE,"linear"
"1167","1000",2.54257403810067,"aipw","minimal.set","linear.constant.cate",TRUE,"linear"
"1168","1000",-6.47552473222118,"ipw","minimal.set","linear.constant.cate",TRUE,"forest"
"1169","1000",-1.02782150339566,"t-learner","minimal.set","linear.constant.cate",TRUE,"forest"
"1170","1000",-0.468817315003241,"aipw","minimal.set","linear.constant.cate",TRUE,"forest"
"1171","1000",83.7300997145262,"ipw","outcome","linear.constant.cate",TRUE,"linear"
"1172","1000",3.40137888191646,"t-learner","outcome","linear.constant.cate",TRUE,"linear"
"1173","1000",3.05702059812778,"aipw","outcome","linear.constant.cate",TRUE,"linear"
"1174","1000",-2.859437552363,"ipw","outcome","linear.constant.cate",TRUE,"forest"
"1175","1000",-1.48267599620084,"t-learner","outcome","linear.constant.cate",TRUE,"forest"
"1176","1000",-0.749855115098601,"aipw","outcome","linear.constant.cate",TRUE,"forest"
"1177","1000",20.8925744021491,"ipw","smart","linear.constant.cate",TRUE,"linear"
"1178","1000",3.40137888191646,"t-learner","smart","linear.constant.cate",TRUE,"linear"
"1179","1000",3.34528279834869,"aipw","smart","linear.constant.cate",TRUE,"linear"
"1180","1000",5.9916285908868,"ipw","smart","linear.constant.cate",TRUE,"forest"
"1181","1000",-1.43308016138573,"t-learner","smart","linear.constant.cate",TRUE,"forest"
"1182","1000",0.340215523586641,"aipw","smart","linear.constant.cate",TRUE,"forest"
"1183","1000",20.8925744021491,"ipw","minimal.set","linear.constant.cate",TRUE,"linear"
"1184","1000",2.8173722346207,"t-learner","minimal.set","linear.constant.cate",TRUE,"linear"
"1185","1000",3.48318173068189,"aipw","minimal.set","linear.constant.cate",TRUE,"linear"
"1186","1000",NA,"ipw","minimal.set","linear.constant.cate",TRUE,"forest"
"1187","1000",-0.496791955674645,"t-learner","minimal.set","linear.constant.cate",TRUE,"forest"
"1188","1000",NA,"aipw","minimal.set","linear.constant.cate",TRUE,"forest"
"1189","1000",62.2784498764904,"ipw","outcome","linear.constant.cate",TRUE,"linear"
"1190","1000",2.71121539872791,"t-learner","outcome","linear.constant.cate",TRUE,"linear"
"1191","1000",0.705311703442452,"aipw","outcome","linear.constant.cate",TRUE,"linear"
"1192","1000",-4.77109601405537,"ipw","outcome","linear.constant.cate",TRUE,"forest"
"1193","1000",-0.975344921556104,"t-learner","outcome","linear.constant.cate",TRUE,"forest"
"1194","1000",-0.800150387104331,"aipw","outcome","linear.constant.cate",TRUE,"forest"
"1195","1000",1.80201772425266,"ipw","smart","linear.constant.cate",TRUE,"linear"
"1196","1000",2.71121539872791,"t-learner","smart","linear.constant.cate",TRUE,"linear"
"1197","1000",2.75177718116832,"aipw","smart","linear.constant.cate",TRUE,"linear"
"1198","1000",-3.61291088978217,"ipw","smart","linear.constant.cate",TRUE,"forest"
"1199","1000",-1.01443687557931,"t-learner","smart","linear.constant.cate",TRUE,"forest"
"1200","1000",-0.269653050221524,"aipw","smart","linear.constant.cate",TRUE,"forest"
"1201","1000",1.80201772425266,"ipw","minimal.set","linear.constant.cate",TRUE,"linear"
"1202","1000",2.35243381821729,"t-learner","minimal.set","linear.constant.cate",TRUE,"linear"
"1203","1000",2.71057804209828,"aipw","minimal.set","linear.constant.cate",TRUE,"linear"
"1204","1000",-4.38586796533485,"ipw","minimal.set","linear.constant.cate",TRUE,"forest"
"1205","1000",-0.211808905473706,"t-learner","minimal.set","linear.constant.cate",TRUE,"forest"
"1206","1000",0.27002778774345,"aipw","minimal.set","linear.constant.cate",TRUE,"forest"
"1207","1000",46.1611920962026,"ipw","outcome","linear.constant.cate",TRUE,"linear"
"1208","1000",2.95910124297702,"t-learner","outcome","linear.constant.cate",TRUE,"linear"
"1209","1000",3.78223955095806,"aipw","outcome","linear.constant.cate",TRUE,"linear"
"1210","1000",-3.95347828488563,"ipw","outcome","linear.constant.cate",TRUE,"forest"
"1211","1000",-1.46733237984519,"t-learner","outcome","linear.constant.cate",TRUE,"forest"
"1212","1000",-1.09379245544866,"aipw","outcome","linear.constant.cate",TRUE,"forest"
"1213","1000",5.19634780001269,"ipw","smart","linear.constant.cate",TRUE,"linear"
"1214","1000",2.95910124297702,"t-learner","smart","linear.constant.cate",TRUE,"linear"
"1215","1000",4.05481637779238,"aipw","smart","linear.constant.cate",TRUE,"linear"
"1216","1000",-4.02598165171567,"ipw","smart","linear.constant.cate",TRUE,"forest"
"1217","1000",-1.44835054843561,"t-learner","smart","linear.constant.cate",TRUE,"forest"
"1218","1000",-0.533461004610465,"aipw","smart","linear.constant.cate",TRUE,"forest"
"1219","1000",5.19634780001269,"ipw","minimal.set","linear.constant.cate",TRUE,"linear"
"1220","1000",1.66218126336793,"t-learner","minimal.set","linear.constant.cate",TRUE,"linear"
"1221","1000",2.29335076480734,"aipw","minimal.set","linear.constant.cate",TRUE,"linear"
"1222","1000",-4.13575690702271,"ipw","minimal.set","linear.constant.cate",TRUE,"forest"
"1223","1000",-0.806853789960918,"t-learner","minimal.set","linear.constant.cate",TRUE,"forest"
"1224","1000",-0.139874726639219,"aipw","minimal.set","linear.constant.cate",TRUE,"forest"
"1225","1000",31.7665096984058,"ipw","outcome","linear.constant.cate",TRUE,"linear"
"1226","1000",3.53190230275107,"t-learner","outcome","linear.constant.cate",TRUE,"linear"
"1227","1000",3.98567722204958,"aipw","outcome","linear.constant.cate",TRUE,"linear"
"1228","1000",-4.67500652749812,"ipw","outcome","linear.constant.cate",TRUE,"forest"
"1229","1000",-0.572983511032202,"t-learner","outcome","linear.constant.cate",TRUE,"forest"
"1230","1000",-0.160676205992013,"aipw","outcome","linear.constant.cate",TRUE,"forest"
"1231","1000",6.71915992421179,"ipw","smart","linear.constant.cate",TRUE,"linear"
"1232","1000",3.53190230275107,"t-learner","smart","linear.constant.cate",TRUE,"linear"
"1233","1000",3.74957720128393,"aipw","smart","linear.constant.cate",TRUE,"linear"
"1234","1000",-1.6299975904922,"ipw","smart","linear.constant.cate",TRUE,"forest"
"1235","1000",-0.618435105183007,"t-learner","smart","linear.constant.cate",TRUE,"forest"
"1236","1000",0.716894155731676,"aipw","smart","linear.constant.cate",TRUE,"forest"
"1237","1000",6.71915992421179,"ipw","minimal.set","linear.constant.cate",TRUE,"linear"
"1238","1000",4.19078106466404,"t-learner","minimal.set","linear.constant.cate",TRUE,"linear"
"1239","1000",4.38010693163375,"aipw","minimal.set","linear.constant.cate",TRUE,"linear"
"1240","1000",-0.500834118306571,"ipw","minimal.set","linear.constant.cate",TRUE,"forest"
"1241","1000",0.418787525315746,"t-learner","minimal.set","linear.constant.cate",TRUE,"forest"
"1242","1000",1.77315307869577,"aipw","minimal.set","linear.constant.cate",TRUE,"forest"
"1243","1000",19.5352990352893,"ipw","outcome","linear.constant.cate",TRUE,"linear"
"1244","1000",2.89769744292026,"t-learner","outcome","linear.constant.cate",TRUE,"linear"
"1245","1000",2.8194370294827,"aipw","outcome","linear.constant.cate",TRUE,"linear"
"1246","1000",-3.06746277986854,"ipw","outcome","linear.constant.cate",TRUE,"forest"
"1247","1000",-1.7056601791484,"t-learner","outcome","linear.constant.cate",TRUE,"forest"
"1248","1000",-1.06193613732674,"aipw","outcome","linear.constant.cate",TRUE,"forest"
"1249","1000",-3.9226423489404,"ipw","smart","linear.constant.cate",TRUE,"linear"
"1250","1000",2.89769744292026,"t-learner","smart","linear.constant.cate",TRUE,"linear"
"1251","1000",2.73894279303628,"aipw","smart","linear.constant.cate",TRUE,"linear"
"1252","1000",-2.87048202167693,"ipw","smart","linear.constant.cate",TRUE,"forest"
"1253","1000",-1.67852611232792,"t-learner","smart","linear.constant.cate",TRUE,"forest"
"1254","1000",-0.616549588391306,"aipw","smart","linear.constant.cate",TRUE,"forest"
"1255","1000",-3.9226423489404,"ipw","minimal.set","linear.constant.cate",TRUE,"linear"
"1256","1000",2.72646150409014,"t-learner","minimal.set","linear.constant.cate",TRUE,"linear"
"1257","1000",1.61421927727444,"aipw","minimal.set","linear.constant.cate",TRUE,"linear"
"1258","1000",-3.20545267670921,"ipw","minimal.set","linear.constant.cate",TRUE,"forest"
"1259","1000",-0.625194527067752,"t-learner","minimal.set","linear.constant.cate",TRUE,"forest"
"1260","1000",-0.137701824308972,"aipw","minimal.set","linear.constant.cate",TRUE,"forest"
"1261","1000",126.6776381079,"ipw","outcome","linear.constant.cate",TRUE,"linear"
"1262","1000",3.00100591098845,"t-learner","outcome","linear.constant.cate",TRUE,"linear"
"1263","1000",5.01085565059819,"aipw","outcome","linear.constant.cate",TRUE,"linear"
"1264","1000",-3.16217251689586,"ipw","outcome","linear.constant.cate",TRUE,"forest"
"1265","1000",-1.88891217488934,"t-learner","outcome","linear.constant.cate",TRUE,"forest"
"1266","1000",-1.12423969542902,"aipw","outcome","linear.constant.cate",TRUE,"forest"
"1267","1000",56.1053559122627,"ipw","smart","linear.constant.cate",TRUE,"linear"
"1268","1000",3.00100591098845,"t-learner","smart","linear.constant.cate",TRUE,"linear"
"1269","1000",4.00436438355656,"aipw","smart","linear.constant.cate",TRUE,"linear"
"1270","1000",NA,"ipw","smart","linear.constant.cate",TRUE,"forest"
"1271","1000",-1.93739110927077,"t-learner","smart","linear.constant.cate",TRUE,"forest"
"1272","1000",NA,"aipw","smart","linear.constant.cate",TRUE,"forest"
"1273","1000",56.1053559122627,"ipw","minimal.set","linear.constant.cate",TRUE,"linear"
"1274","1000",3.99466648933906,"t-learner","minimal.set","linear.constant.cate",TRUE,"linear"
"1275","1000",9.34474648336715,"aipw","minimal.set","linear.constant.cate",TRUE,"linear"
"1276","1000",NA,"ipw","minimal.set","linear.constant.cate",TRUE,"forest"
"1277","1000",-0.681486042479158,"t-learner","minimal.set","linear.constant.cate",TRUE,"forest"
"1278","1000",NA,"aipw","minimal.set","linear.constant.cate",TRUE,"forest"
"1279","1000",40.8604790277342,"ipw","outcome","linear.constant.cate",TRUE,"linear"
"1280","1000",2.82716544502735,"t-learner","outcome","linear.constant.cate",TRUE,"linear"
"1281","1000",2.50638835781403,"aipw","outcome","linear.constant.cate",TRUE,"linear"
"1282","1000",-4.09018168797141,"ipw","outcome","linear.constant.cate",TRUE,"forest"
"1283","1000",-0.732692909283514,"t-learner","outcome","linear.constant.cate",TRUE,"forest"
"1284","1000",-0.472251954965807,"aipw","outcome","linear.constant.cate",TRUE,"forest"
"1285","1000",7.26367546178226,"ipw","smart","linear.constant.cate",TRUE,"linear"
"1286","1000",2.82716544502735,"t-learner","smart","linear.constant.cate",TRUE,"linear"
"1287","1000",2.65946458418819,"aipw","smart","linear.constant.cate",TRUE,"linear"
"1288","1000",-5.12163537181276,"ipw","smart","linear.constant.cate",TRUE,"forest"
"1289","1000",-0.743646367598366,"t-learner","smart","linear.constant.cate",TRUE,"forest"
"1290","1000",0.0324383414736738,"aipw","smart","linear.constant.cate",TRUE,"forest"
"1291","1000",7.26367546178226,"ipw","minimal.set","linear.constant.cate",TRUE,"linear"
"1292","1000",3.75004105188462,"t-learner","minimal.set","linear.constant.cate",TRUE,"linear"
"1293","1000",2.95490836550437,"aipw","minimal.set","linear.constant.cate",TRUE,"linear"
"1294","1000",-5.44954656519885,"ipw","minimal.set","linear.constant.cate",TRUE,"forest"
"1295","1000",-0.0797238298207432,"t-learner","minimal.set","linear.constant.cate",TRUE,"forest"
"1296","1000",0.58767313840261,"aipw","minimal.set","linear.constant.cate",TRUE,"forest"
"1297","1000",150.615490554306,"ipw","outcome","linear.constant.cate",TRUE,"linear"
"1298","1000",2.72220067051761,"t-learner","outcome","linear.constant.cate",TRUE,"linear"
"1299","1000",7.20474837059213,"aipw","outcome","linear.constant.cate",TRUE,"linear"
"1300","1000",-6.61984549867585,"ipw","outcome","linear.constant.cate",TRUE,"forest"
"1301","1000",-2.40877629217379,"t-learner","outcome","linear.constant.cate",TRUE,"forest"
"1302","1000",-1.74971362866143,"aipw","outcome","linear.constant.cate",TRUE,"forest"
"1303","1000",28.8879938904609,"ipw","smart","linear.constant.cate",TRUE,"linear"
"1304","1000",2.72220067051761,"t-learner","smart","linear.constant.cate",TRUE,"linear"
"1305","1000",3.80153081213386,"aipw","smart","linear.constant.cate",TRUE,"linear"
"1306","1000",-0.234907815737963,"ipw","smart","linear.constant.cate",TRUE,"forest"
"1307","1000",-2.41817601220459,"t-learner","smart","linear.constant.cate",TRUE,"forest"
"1308","1000",-0.759920546326776,"aipw","smart","linear.constant.cate",TRUE,"forest"
"1309","1000",28.8879938904609,"ipw","minimal.set","linear.constant.cate",TRUE,"linear"
"1310","1000",1.43586037817748,"t-learner","minimal.set","linear.constant.cate",TRUE,"linear"
"1311","1000",-0.836667549892669,"aipw","minimal.set","linear.constant.cate",TRUE,"linear"
"1312","1000",0.240653474967505,"ipw","minimal.set","linear.constant.cate",TRUE,"forest"
"1313","1000",-1.38987303154569,"t-learner","minimal.set","linear.constant.cate",TRUE,"forest"
"1314","1000",-0.527907110216887,"aipw","minimal.set","linear.constant.cate",TRUE,"forest"
"1315","1000",102.680491416331,"ipw","outcome","linear.constant.cate",TRUE,"linear"
"1316","1000",2.92454322723457,"t-learner","outcome","linear.constant.cate",TRUE,"linear"
"1317","1000",-1.69179234324376,"aipw","outcome","linear.constant.cate",TRUE,"linear"
"1318","1000",-6.64040556324738,"ipw","outcome","linear.constant.cate",TRUE,"forest"
"1319","1000",-1.24098314164863,"t-learner","outcome","linear.constant.cate",TRUE,"forest"
"1320","1000",-0.808922192918942,"aipw","outcome","linear.constant.cate",TRUE,"forest"
"1321","1000",7.84286078321933,"ipw","smart","linear.constant.cate",TRUE,"linear"
"1322","1000",2.92454322723457,"t-learner","smart","linear.constant.cate",TRUE,"linear"
"1323","1000",2.84714349616609,"aipw","smart","linear.constant.cate",TRUE,"linear"
"1324","1000",-3.33713879263967,"ipw","smart","linear.constant.cate",TRUE,"forest"
"1325","1000",-1.23371801283528,"t-learner","smart","linear.constant.cate",TRUE,"forest"
"1326","1000",0.140883925338424,"aipw","smart","linear.constant.cate",TRUE,"forest"
"1327","1000",7.84286078321933,"ipw","minimal.set","linear.constant.cate",TRUE,"linear"
"1328","1000",2.77291424397483,"t-learner","minimal.set","linear.constant.cate",TRUE,"linear"
"1329","1000",4.15120703826818,"aipw","minimal.set","linear.constant.cate",TRUE,"linear"
"1330","1000",-3.55939077640188,"ipw","minimal.set","linear.constant.cate",TRUE,"forest"
"1331","1000",-0.367568396209169,"t-learner","minimal.set","linear.constant.cate",TRUE,"forest"
"1332","1000",0.766298805841183,"aipw","minimal.set","linear.constant.cate",TRUE,"forest"
"1333","1000",66.9627509086332,"ipw","outcome","linear.constant.cate",TRUE,"linear"
"1334","1000",3.28166816706171,"t-learner","outcome","linear.constant.cate",TRUE,"linear"
"1335","1000",-1.15049929212038,"aipw","outcome","linear.constant.cate",TRUE,"linear"
"1336","1000",-3.48454416833942,"ipw","outcome","linear.constant.cate",TRUE,"forest"
"1337","1000",-0.86070223485806,"t-learner","outcome","linear.constant.cate",TRUE,"forest"
